# r, normalized_rho_neutron, normalized_rho_proton
0.0 0.9774662360438715 0.9963653293315294
0.08585858585858586 0.9777299960803933 0.9959585193962792
0.1717171717171717 0.9779444450226784 0.9955985647660474
0.25757575757575757 0.9788534288406499 0.9942690934773029
0.3434343434343434 0.9804268382152468 0.9920340018664499
0.4292929292929293 0.9815995076804256 0.9903622882941059
0.5151515151515151 0.9839546195648654 0.9871624741769174
0.601010101010101 0.9845601445583534 0.9861350593313122
0.6868686868686869 0.987639609000477 0.9816836068300709
0.7727272727272727 0.9898534916650492 0.9781719939867007
0.8585858585858586 0.9915341058700156 0.975462277968787
0.9444444444444444 0.993789673299066 0.9712656925926428
1.0303030303030303 0.9953347810471875 0.9680031256712736
1.1161616161616161 0.9966466769779824 0.9648465781111893
1.202020202020202 0.9979156983002307 0.9616259170802802
1.2878787878787878 0.9988812400625074 0.9586217554773355
1.3737373737373737 0.999761349823907 0.9553293798469
1.4595959595959596 0.9997673493232457 0.9537621338847757
1.5454545454545454 1.0 0.9515949006065739
1.6313131313131313 0.9993975267320385 0.9509597637056065
1.7171717171717171 0.999008542757023 0.9504798058329869
1.803030303030303 0.9980423900320566 0.9504343178151572
1.8888888888888888 0.9972278465848909 0.950891280144815
1.9747474747474747 0.995996366283166 0.9522240574842166
2.0606060606060606 0.994761649478043 0.9542385057572184
2.146464646464646 0.9937475162875519 0.9563110120115049
2.2323232323232323 0.992735817114653 0.9591235107934583
2.3181818181818183 0.9919155693816357 0.9619792082663232
2.404040404040404 0.9913250039907171 0.9652535742745489
2.4898989898989896 0.9908766401188007 0.9690973348845439
2.5757575757575757 0.9907800901592738 0.9724468170872632
2.6616161616161618 0.9909066913060672 0.9759892248711544
2.7474747474747474 0.991314659192683 0.9786966251519352
2.833333333333333 0.9917722876178968 0.9819184298459193
2.919191919191919 0.9926402025318045 0.9852017033751609
3.005050505050505 0.9934118719932844 0.9876537712458161
3.090909090909091 0.9943413316932447 0.9902291520468812
3.1767676767676765 0.9951265747974144 0.9920706876477234
3.2626262626262625 0.9959532496885871 0.993954053136287
3.3484848484848486 0.9967204532668306 0.9954646457901548
3.4343434343434343 0.9971871099509373 0.9965950618264131
3.52020202020202 0.9976179973012237 0.9977663539308176
3.606060606060606 0.997740308245952 0.9985823323060526
3.691919191919192 0.9975659668868949 0.9992400602881124
3.7777777777777777 0.9969352078206368 0.999677347592902
3.8636363636363633 0.9961030053852729 0.9999202017163281
3.9494949494949494 0.994733533044659 1.0
4.0353535353535355 0.9929470118749191 0.9999422435801432
4.121212121212121 0.9905401566802741 0.9996605706685091
4.207070707070707 0.987591449502187 0.9991342257252952
4.292929292929292 0.9843268346665741 0.99849719467517
4.378787878787879 0.9801275402688687 0.9974597259566382
4.4646464646464645 0.9761444431709791 0.9964083432953184
4.55050505050505 0.9710189882991731 0.9947425447566285
4.636363636363637 0.9651435699449388 0.992763855732035
4.722222222222222 0.959650472933671 0.9903831824632574
4.808080808080808 0.9516237806643856 0.9864879966188752
4.893939393939394 0.9448778249806438 0.982598286385316
4.979797979797979 0.9373988621061488 0.9780461614261093
5.065656565656566 0.9283901404727525 0.9715722638941211
5.151515151515151 0.919784686663679 0.9645550811754878
5.237373737373737 0.9089452578622528 0.9553646868542176
5.3232323232323235 0.8962366810687367 0.9431568827782215
5.409090909090909 0.8844714223463593 0.9312358529693274
5.494949494949495 0.8709663443663921 0.9164009960327979
5.58080808080808 0.8538894716540288 0.8968218526049435
5.666666666666666 0.8369749244644169 0.8765532814534248
5.752525252525253 0.8186779694211733 0.8540548431070637
5.838383838383838 0.7991291640078829 0.8294435243659268
5.924242424242424 0.775935493715331 0.7998971977680748
6.01010101010101 0.7525531857075956 0.7698904493859338
6.095959595959596 0.7253654325407434 0.7349503334544172
6.181818181818182 0.6984770188081512 0.7005067246693426
6.267676767676767 0.670073788430422 0.6642273253710858
6.353535353535353 0.6364911895383268 0.6218922890041053
6.4393939393939394 0.6073225693661239 0.5855890950028771
6.525252525252525 0.5704327880860677 0.5400838770268894
6.611111111111111 0.5367922554980853 0.49937342216156283
6.696969696969697 0.5017653008848906 0.45746393231576954
6.782828282828283 0.4672987569786674 0.41736547205330315
6.8686868686868685 0.43643604891196375 0.38193464932493293
6.954545454545454 0.3989314548659469 0.33982074192328
7.04040404040404 0.3668352831827732 0.3045265849998185
7.126262626262626 0.332894833217317 0.2682426205545664
7.212121212121212 0.3005282329832275 0.23456562434695327
7.297979797979798 0.2719314801151075 0.205779115595314
7.383838383838384 0.24537580857631383 0.1797594099794234
7.46969696969697 0.22061199401293724 0.15637785721647557
7.555555555555555 0.19422201712969825 0.1321899837518609
7.641414141414141 0.17123455474130156 0.11190613726356563
7.727272727272727 0.15008544499274776 0.09401197777598137
7.813131313131313 0.13010962808876786 0.07754766680459227
7.898989898989899 0.11488736376839094 0.06548043228804999
7.984848484848484 0.10108131572125069 0.05509026530660096
8.070707070707071 0.08712962348454643 0.04483482441059071
8.156565656565656 0.07407114212304644 0.03585777877514461
8.242424242424242 0.06282591136152271 0.028627800154504807
8.328282828282829 0.05367705595341526 0.023072431999596858
8.414141414141413 0.04597727547934019 0.018711900001088168
8.5 0.02028735419863939 0.0065954393383612624
