#       rho               z           Re density       Im density
     6.062022412     1.546291032      0.063454872      0.000000000
     6.062022412     2.166099581      0.057443199      0.000000000
     6.062022412     2.787212382      0.048945977      0.000000000
     6.062022412     3.410019700      0.038340747      0.000000000
     6.062022412     4.034925580      0.026904505      0.000000000
     6.062022412     4.662351564      0.016541542      0.000000000
     6.062022412     5.292740862      0.008821669      0.000000000
     6.062022412     5.926563084      0.004129653      0.000000000
     6.062022412     6.564319719      0.001765697      0.000000000
     6.062022412     7.206550557      0.000729072      0.000000000
     6.062022412     7.853841317      0.000301125      0.000000000
     6.062022412     8.506832843      0.000123078      0.000000000
     6.062022412     9.166232324      0.000048456      0.000000000
     6.062022412     9.832827187      0.000018444      0.000000000
     6.062022412    10.507502518      0.000007010      0.000000000
     6.062022412    11.191263275      0.000002704      0.000000000
     6.062022412    11.885263031      0.000001014      0.000000000
     6.062022412    12.590841867      0.000000331      0.000000000
     6.062022412    13.309577325      0.000000084      0.000000000
     6.062022412    14.043354475      0.000000015      0.000000000
     6.062022412    14.794464838      0.000000002      0.000000000
     6.062022412    15.565750362      0.000000000      0.000000000
     6.062022412    16.360820723      0.000000000      0.000000000
     6.062022412    17.184396135      0.000000000      0.000000000
     6.062022412    18.042878718      0.000000000      0.000000000
     6.062022412    18.945374484      0.000000000      0.000000000
     6.062022412    19.905702258      0.000000000      0.000000000
     6.062022412    20.946907526      0.000000000      0.000000000
     6.062022412    22.113746483      0.000000000      0.000000000
     6.062022412    23.523522399      0.000000000      0.000000000
     6.697969685     0.309074472      0.047711921      0.000000000
     6.697969685     0.927406866      0.045581137      0.000000000
     6.697969685     1.546291032      0.041362545      0.000000000
     6.697969685     2.166099581      0.035257447      0.000000000
     6.697969685     2.787212382      0.027795705      0.000000000
     6.697969685     3.410019700      0.019914248      0.000000000
     6.697969685     4.034925580      0.012766806      0.000000000
     6.697969685     4.662351564      0.007269734      0.000000000
     6.697969685     5.292740862      0.003705812      0.000000000
     6.697969685     5.926563084      0.001738582      0.000000000
     6.697969685     6.564319719      0.000781842      0.000000000
     6.697969685     7.206550557      0.000347238      0.000000000
     6.697969685     7.853841317      0.000151930      0.000000000
     6.697969685     8.506832843      0.000064070      0.000000000
     6.697969685     9.166232324      0.000025914      0.000000000
     6.697969685     9.832827187      0.000010295      0.000000000
     6.697969685    10.507502518      0.000004122      0.000000000
     6.697969685    11.191263275      0.000001645      0.000000000
     6.697969685    11.885263031      0.000000608      0.000000000
     6.697969685    12.590841867      0.000000186      0.000000000
     6.697969685    13.309577325      0.000000043      0.000000000
     6.697969685    14.043354475      0.000000007      0.000000000
     6.697969685    14.794464838      0.000000001      0.000000000
     6.697969685    15.565750362      0.000000000      0.000000000
     6.697969685    16.360820723      0.000000000      0.000000000
     6.697969685    17.184396135      0.000000000      0.000000000
     6.697969685    18.042878718      0.000000000      0.000000000
     6.697969685    18.945374484      0.000000000      0.000000000
     6.697969685    19.905702258      0.000000000      0.000000000
     6.697969685    20.946907526      0.000000000      0.000000000
     6.697969685    22.113746483      0.000000000      0.000000000
     6.697969685    23.523522399      0.000000000      0.000000000
     7.338445676     0.309074472      0.024909004      0.000000000
     7.338445676     0.927406866      0.023325545      0.000000000
     7.338445676     1.546291032      0.020365411      0.000000000
     7.338445676     2.166099581      0.016448037      0.000000000
     7.338445676     2.787212382      0.012170349      0.000000000
     7.338445676     3.410019700      0.008180917      0.000000000
     7.338445676     4.034925580      0.004981286      0.000000000
     7.338445676     4.662351564      0.002767693      0.000000000
     7.338445676     5.292740862      0.001431730      0.000000000
     7.338445676     5.926563084      0.000708915      0.000000000
     7.338445676     6.564319719      0.000342821      0.000000000
     7.338445676     7.206550557      0.000161750      0.000000000
     7.338445676     7.853841317      0.000073318      0.000000000
     7.338445676     8.506832843      0.000031744      0.000000000
     7.338445676     9.166232324      0.000013354      0.000000000
     7.338445676     9.832827187      0.000005599      0.000000000
     7.338445676    10.507502518      0.000002351      0.000000000
     7.338445676    11.191263275      0.000000947      0.000000000
     7.338445676    11.885263031      0.000000335      0.000000000
     7.338445676    12.590841867      0.000000094      0.000000000
     7.338445676    13.309577325      0.000000020      0.000000000
     7.338445676    14.043354475      0.000000003      0.000000000
     7.338445676    14.794464838      0.000000000      0.000000000
     7.338445676    15.565750362      0.000000000      0.000000000
     7.338445676    16.360820723      0.000000000      0.000000000
     7.338445676    17.184396135      0.000000000      0.000000000
     7.338445676    18.042878718      0.000000000      0.000000000
     7.338445676    18.945374484      0.000000000      0.000000000
     7.338445676    19.905702258      0.000000000      0.000000000
     7.338445676    20.946907526      0.000000000      0.000000000
     7.338445676    22.113746483      0.000000000      0.000000000
     7.338445676    23.523522399      0.000000000      0.000000000
     7.984030099     0.309074472      0.009706899      0.000000000
     7.984030099     0.927406866      0.008966479      0.000000000
     7.984030099     1.546291032      0.007635799      0.000000000
     7.984030099     2.166099581      0.005977291      0.000000000
     7.984030099     2.787212382      0.004292563      0.000000000
     7.984030099     3.410019700      0.002832820      0.000000000
     7.984030099     4.034925580      0.001731579      0.000000000
     7.984030099     4.662351564      0.000994783      0.000000000
     7.984030099     5.292740862      0.000546354      0.000000000
     7.984030099     5.926563084      0.000289935      0.000000000
     7.984030099     6.564319719      0.000148351      0.000000000
     7.984030099     7.206550557      0.000072484      0.000000000
     7.984030099     7.853841317      0.000033734      0.000000000
     7.984030099     8.506832843      0.000015163      0.000000000
     7.984030099     9.166232324      0.000006729      0.000000000
     7.984030099     9.832827187      0.000002979      0.000000000
     7.984030099    10.507502518      0.000001285      0.000000000
     7.984030099    11.191263275      0.000000505      0.000000000
     7.984030099    11.885263031      0.000000166      0.000000000
     7.984030099    12.590841867      0.000000042      0.000000000
     7.984030099    13.309577325      0.000000008      0.000000000
     7.984030099    14.043354475      0.000000001      0.000000000
     7.984030099    14.794464838      0.000000000      0.000000000
     7.984030099    15.565750362      0.000000000      0.000000000
     7.984030099    16.360820723      0.000000000      0.000000000
     7.984030099    17.184396135      0.000000000      0.000000000
     7.984030099    18.042878718      0.000000000      0.000000000
     7.984030099    18.945374484      0.000000000      0.000000000
     7.984030099    19.905702258      0.000000000      0.000000000
     7.984030099    20.946907526      0.000000000      0.000000000
     7.984030099    22.113746483      0.000000000      0.000000000
     7.984030099    23.523522399      0.000000000      0.000000000
     8.635358776     0.309074472      0.003056488      0.000000000
     8.635358776     0.927406866      0.002815787      0.000000000
     8.635358776     1.546291032      0.002391207      0.000000000
     8.635358776     2.166099581      0.001875424      0.000000000
     8.635358776     2.787212382      0.001364232      0.000000000
     8.635358776     3.410019700      0.000927139      0.000000000
     8.635358776     4.034925580      0.000594319      0.000000000
     8.635358776     4.662351564      0.000362541      0.000000000
     8.635358776     5.292740862      0.000211306      0.000000000
     8.635358776     5.926563084      0.000117404      0.000000000
     8.635358776     6.564319719      0.000061918      0.000000000
     8.635358776     7.206550557      0.000031059      0.000000000
     8.635358776     7.853841317      0.000015008      0.000000000
     8.635358776     8.506832843      0.000007114      0.000000000
     8.635358776     9.166232324      0.000003342      0.000000000
     8.635358776     9.832827187      0.000001534      0.000000000
     8.635358776    10.507502518      0.000000654      0.000000000
     8.635358776    11.191263275      0.000000241      0.000000000
     8.635358776    11.885263031      0.000000072      0.000000000
     8.635358776    12.590841867      0.000000016      0.000000000
     8.635358776    13.309577325      0.000000003      0.000000000
     8.635358776    14.043354475      0.000000000      0.000000000
     8.635358776    14.794464838      0.000000000      0.000000000
     8.635358776    15.565750362      0.000000000      0.000000000
     8.635358776    16.360820723      0.000000000      0.000000000
     8.635358776    17.184396135      0.000000000      0.000000000
     8.635358776    18.042878718      0.000000000      0.000000000
     8.635358776    18.945374484      0.000000000      0.000000000
     8.635358776    19.905702258      0.000000000      0.000000000
     8.635358776    20.946907526      0.000000000      0.000000000
     8.635358776    22.113746483      0.000000000      0.000000000
     8.635358776    23.523522399      0.000000000      0.000000000
     9.293134539     0.309074472      0.000903828      0.000000000
     9.293134539     0.927406866      0.000838988      0.000000000
     9.293134539     1.546291032      0.000724158      0.000000000
     9.293134539     2.166099581      0.000583131      0.000000000
     9.293134539     2.787212382      0.000440107      0.000000000
     9.293134539     3.410019700      0.000312851      0.000000000
     9.293134539     4.034925580      0.000210233      0.000000000
     9.293134539     4.662351564      0.000133716      0.000000000
     9.293134539     5.292740862      0.000080447      0.000000000
     9.293134539     5.926563084      0.000045804      0.000000000
     9.293134539     6.564319719      0.000024821      0.000000000
     9.293134539     7.206550557      0.000012955      0.000000000
     9.293134539     7.853841317      0.000006604      0.000000000
     9.293134539     8.506832843      0.000003313      0.000000000
     9.293134539     9.166232324      0.000001618      0.000000000
     9.293134539     9.832827187      0.000000740      0.000000000
     9.293134539    10.507502518      0.000000299      0.000000000
     9.293134539    11.191263275      0.000000100      0.000000000
     9.293134539    11.885263031      0.000000027      0.000000000
     9.293134539    12.590841867      0.000000005      0.000000000
     9.293134539    13.309577325      0.000000001      0.000000000
     9.293134539    14.043354475      0.000000000      0.000000000
     9.293134539    14.794464838      0.000000000      0.000000000
     9.293134539    15.565750362      0.000000000      0.000000000
     9.293134539    16.360820723      0.000000000      0.000000000
     9.293134539    17.184396135      0.000000000      0.000000000
     9.293134539    18.042878718      0.000000000      0.000000000
     9.293134539    18.945374484      0.000000000      0.000000000
     9.293134539    19.905702258      0.000000000      0.000000000
     9.293134539    20.946907526      0.000000000      0.000000000
     9.293134539    22.113746483      0.000000000      0.000000000
     9.293134539    23.523522399      0.000000000      0.000000000
     9.958140905     0.309074472      0.000280321      0.000000000
     9.958140905     0.927406866      0.000262518      0.000000000
     9.958140905     1.546291032      0.000230441      0.000000000
     9.958140905     2.166099581      0.000189899      0.000000000
     9.958140905     2.787212382      0.000147155      0.000000000
     9.958140905     3.410019700      0.000107374      0.000000000
     9.958140905     4.034925580      0.000073848      0.000000000
     9.958140905     4.662351564      0.000047949      0.000000000
     9.958140905     5.292740862      0.000029499      0.000000000
     9.958140905     5.926563084      0.000017318      0.000000000
     9.958140905     6.564319719      0.000009800      0.000000000
     9.958140905     7.206550557      0.000005397      0.000000000
     9.958140905     7.853841317      0.000002903      0.000000000
     9.958140905     8.506832843      0.000001508      0.000000000
     9.958140905     9.166232324      0.000000733      0.000000000
     9.958140905     9.832827187      0.000000318      0.000000000
     9.958140905    10.507502518      0.000000117      0.000000000
     9.958140905    11.191263275      0.000000035      0.000000000
     9.958140905    11.885263031      0.000000008      0.000000000
     9.958140905    12.590841867      0.000000002      0.000000000
     9.958140905    13.309577325      0.000000000      0.000000000
     9.958140905    14.043354475      0.000000000      0.000000000
     9.958140905    14.794464838      0.000000000      0.000000000
     9.958140905    15.565750362      0.000000000      0.000000000
     9.958140905    16.360820723      0.000000000      0.000000000
     9.958140905    17.184396135      0.000000000      0.000000000
     9.958140905    18.042878718      0.000000000      0.000000000
     9.958140905    18.945374484      0.000000000      0.000000000
     9.958140905    19.905702258      0.000000000      0.000000000
     9.958140905    20.946907526      0.000000000      0.000000000
     9.958140905    22.113746483      0.000000000      0.000000000
     9.958140905    23.523522399      0.000000000      0.000000000
    10.631259357     0.309074472      0.000088986      0.000000000
    10.631259357     0.927406866      0.000083683      0.000000000
    10.631259357     1.546291032      0.000074030      0.000000000
    10.631259357     2.166099581      0.000061644      0.000000000
    10.631259357     2.787212382      0.000048364      0.000000000
    10.631259357     3.410019700      0.000035812      0.000000000
    10.631259357     4.034925580      0.000025100      0.000000000
    10.631259357     4.662351564      0.000016729      0.000000000
    10.631259357     5.292740862      0.000010670      0.000000000
    10.631259357     5.926563084      0.000006559      0.000000000
    10.631259357     6.564319719      0.000003907      0.000000000
    10.631259357     7.206550557      0.000002253      0.000000000
    10.631259357     7.853841317      0.000001242      0.000000000
    10.631259357     8.506832843      0.000000637      0.000000000
    10.631259357     9.166232324      0.000000293      0.000000000
    10.631259357     9.832827187      0.000000116      0.000000000
    10.631259357    10.507502518      0.000000038      0.000000000
    10.631259357    11.191263275      0.000000010      0.000000000
    10.631259357    11.885263031      0.000000002      0.000000000
    10.631259357    12.590841867      0.000000000      0.000000000
    10.631259357    13.309577325      0.000000000      0.000000000
    10.631259357    14.043354475      0.000000000      0.000000000
    10.631259357    14.794464838      0.000000000      0.000000000
    10.631259357    15.565750362      0.000000000      0.000000000
    10.631259357    16.360820723      0.000000000      0.000000000
    10.631259357    17.184396135      0.000000000      0.000000000
    10.631259357    18.042878718      0.000000000      0.000000000
    10.631259357    18.945374484      0.000000000      0.000000000
    10.631259357    19.905702258      0.000000000      0.000000000
    10.631259357    20.946907526      0.000000000      0.000000000
    10.631259357    22.113746483      0.000000000      0.000000000
    10.631259357    23.523522399      0.000000000      0.000000000
    11.313491436     0.309074472      0.000027519      0.000000000
    11.313491436     0.927406866      0.000025968      0.000000000
    11.313491436     1.546291032      0.000023138      0.000000000
    11.313491436     2.166099581      0.000019489      0.000000000
    11.313491436     2.787212382      0.000015550      0.000000000
    11.313491436     3.410019700      0.000011788      0.000000000
    11.313491436     4.034925580      0.000008523      0.000000000
    11.313491436     4.662351564      0.000005904      0.000000000
    11.313491436     5.292740862      0.000003933      0.000000000
    11.313491436     5.926563084      0.000002522      0.000000000
    11.313491436     6.564319719      0.000001550      0.000000000
    11.313491436     7.206550557      0.000000900      0.000000000
    11.313491436     7.853841317      0.000000482      0.000000000
    11.313491436     8.506832843      0.000000232      0.000000000
